Jan 01 08:01:22 webapp01 sudo: devops01 : TTY=pts/2 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/bin/tail -n 100 /var/log/syslog
Jan 06 16:49:48 db01 sudo: secops01 : TTY=pts/3 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/bin/systemctl restart nginx
Jan 06 16:51:05 webapp02 sudo: monitor : TTY=tty1 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/bin/cat /etc/sudoers
Jan 06 16:51:59 db01 sudo: webadmin : TTY=pts/3 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/sbin/service cron restart
Jan 06 16:53:15 webapp02 sudo: secops01 : TTY=pts/3 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/sbin/ufw status
Jan 06 16:54:12 webapp02 sudo: builduser : TTY=pts/3 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/kubectl get pods
Jan 06 16:54:36 proxy01 sudo: monitor : TTY=tty1 ; PWD=/etc ; USER=root ; COMMAND=/usr/bin/systemctl status mysql
Jan 06 16:56:05 webapp02 sudo: secops01 : TTY=pts/2 ; PWD=/etc ; USER=root ; COMMAND=/usr/bin/less /var/log/auth.log
Jan 06 16:57:26 staging01 sudo: monitor : TTY=tty1 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/bin/systemctl restart nginx
Jan 06 16:58:52 webapp02 sudo: webadmin : TTY=pts/1 ; PWD=/etc ; USER=root ; COMMAND=/usr/bin/kubectl get pods
Jan 06 16:59:13 staging01 sudo: builduser : TTY=pts/0 ; PWD=/etc ; USER=root ; COMMAND=/usr/bin/apt install nginx
Jan 06 17:00:22 worker01 sudo: builduser : TTY=pts/2 ; PWD=/home/builduser ; USER=root ; COMMAND=/usr/bin/kubectl get pods
Jan 06 17:01:18 cache01 sudo: operator01 : TTY=pts/2 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/bin/systemctl restart nginx
Jan 06 17:02:28 proxy01 sudo: backupsvc : TTY=pts/3 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/bin/find /var/www -type f
Jan 06 17:03:16 webapp02 sudo: admin01 : TTY=pts/1 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/bin/systemctl status nginx
Jan 06 17:04:30 staging01 sudo: svcdeploy : TTY=pts/0 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/docker ps
Jan 06 17:04:41 api01 sudo: webadmin : TTY=pts/0 ; PWD=/home/webadmin ; USER=root ; COMMAND=/usr/bin/tail -n 100 /var/log/syslog
Jan 06 17:05:17 cache01 sudo: monitor : TTY=pts/1 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/bin/systemctl status mysql
Jan 06 17:06:27 cache01 sudo: devops01 : TTY=pts/0 ; PWD=/etc ; USER=root ; COMMAND=/usr/sbin/ufw status
Jan 06 17:06:50 staging01 sudo: webadmin : TTY=tty1 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/journalctl -xe
Jan 06 17:07:36 api01 sudo: builduser : TTY=pts/1 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/systemctl status mysql
Jan 06 17:08:38 db01 sudo: svcdeploy : TTY=pts/0 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/bin/find /var/www -type f
Jan 06 17:08:40 cache01 sudo: svcdeploy : TTY=pts/2 ; PWD=/etc ; USER=root ; COMMAND=/usr/bin/docker logs webapp
Jan 06 17:09:31 cache01 sudo: backupsvc : TTY=pts/1 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/bin/systemctl restart nginx
Jan 06 17:09:37 worker01 sudo: monitor : TTY=pts/2 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/sbin/ufw status
Jan 06 17:10:49 webapp02 sudo: secops01 : TTY=pts/3 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/journalctl -xe
Jan 06 17:10:57 webapp01 sudo: builduser : TTY=tty1 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/bin/systemctl restart nginx
Jan 06 17:12:26 cache01 sudo: monitor : TTY=pts/3 ; PWD=/var/log ; USER=root ; COMMAND=/usr/sbin/service cron restart
Jan 06 17:12:35 webapp01 sudo: builduser : TTY=tty1 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/bin/kubectl describe pod webapp
Jan 06 17:12:51 webapp01 sudo: devops01 : TTY=pts/1 ; PWD=/etc ; USER=root ; COMMAND=/usr/sbin/ufw status
Jan 06 17:13:12 staging01 sudo: dbadmin : TTY=pts/3 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/bin/systemctl restart nginx
Jan 06 17:13:20 webapp01 sudo: monitor : TTY=pts/1 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/bin/apt update
Jan 06 17:14:05 worker01 sudo: builduser : TTY=pts/2 ; PWD=/home/builduser ; USER=root ; COMMAND=/usr/bin/apt update
Jan 06 17:14:13 cache01 sudo: webadmin : TTY=pts/2 ; PWD=/home/webadmin ; USER=root ; COMMAND=/usr/bin/kubectl describe pod webapp
Jan 06 17:15:08 db01 sudo: secops01 : TTY=pts/0 ; PWD=/etc ; USER=root ; COMMAND=/usr/bin/chown -R www-data:www-data /var/www/webapp
Jan 06 17:15:29 worker01 sudo: builduser : TTY=pts/3 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/bin/systemctl status mysql
Jan 06 17:15:32 webapp02 sudo: operator01 : TTY=pts/3 ; PWD=/etc ; USER=root ; COMMAND=/usr/bin/less /var/log/auth.log
Jan 06 17:16:45 db01 sudo: operator01 : TTY=tty1 ; PWD=/home/operator01 ; USER=root ; COMMAND=/usr/bin/kubectl get pods
Jan 06 17:17:10 webapp01 sudo: builduser : TTY=pts/0 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/bin/chmod 755 /var/www/webapp
Jan 06 17:18:01 staging01 sudo: admin01 : TTY=pts/1 ; PWD=/home/admin01 ; USER=root ; COMMAND=/usr/bin/journalctl -xe
Jan 06 17:18:21 db01 sudo: webadmin : TTY=pts/1 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/bin/chown -R www-data:www-data /var/www/webapp
Jan 06 17:19:23 proxy01 sudo: dbadmin : TTY=pts/3 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/du -sh /var/log
Jan 06 17:19:58 proxy01 sudo: secops01 : TTY=tty1 ; PWD=/etc ; USER=root ; COMMAND=/usr/bin/journalctl -xe
Jan 06 17:20:22 webapp02 sudo: webadmin : TTY=pts/2 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/bin/docker logs webapp
Jan 06 17:20:42 webapp01 sudo: secops01 : TTY=pts/3 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/kubectl describe pod webapp
Jan 06 17:21:43 proxy01 sudo: webadmin : TTY=pts/2 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/bin/kubectl get pods
Jan 06 17:23:10 worker01 sudo: builduser : TTY=pts/3 ; PWD=/etc ; USER=root ; COMMAND=/usr/bin/kubectl describe pod webapp
Jan 06 17:23:22 api01 sudo: monitor : TTY=pts/2 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/bin/chown -R www-data:www-data /var/www/webapp
Jan 06 17:24:35 cache01 sudo: svcdeploy : TTY=pts/3 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/bin/systemctl restart mysql
Jan 06 17:25:59 worker01 sudo: monitor : TTY=pts/0 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/kubectl describe pod webapp
Jan 06 17:26:18 staging01 sudo: operator01 : TTY=pts/1 ; PWD=/etc ; USER=root ; COMMAND=/usr/bin/systemctl status nginx
Jan 06 17:26:30 staging01 sudo: backupsvc : TTY=pts/3 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/sbin/ufw status
Jan 06 17:27:01 webapp02 sudo: webadmin : TTY=pts/2 ; PWD=/etc ; USER=root ; COMMAND=/usr/bin/less /var/log/auth.log
Jan 06 17:28:03 staging01 sudo: builduser : TTY=pts/2 ; PWD=/var/log ; USER=root ; COMMAND=/usr/sbin/service cron restart
Jan 06 17:28:29 staging01 sudo: monitor : TTY=pts/0 ; PWD=/home/monitor ; USER=root ; COMMAND=/usr/bin/journalctl -xe
Jan 06 17:28:38 staging01 sudo: backupsvc : TTY=pts/1 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/chmod 755 /var/www/webapp
Jan 06 17:29:51 webapp01 sudo: secops01 : TTY=pts/3 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/bin/cat /etc/sudoers
Jan 06 17:30:58 staging01 sudo: secops01 : TTY=pts/2 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/bin/apt update
Jan 06 17:31:41 worker01 sudo: admin01 : TTY=pts/3 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/bin/docker logs webapp
Jan 06 17:32:33 api01 sudo: operator01 : TTY=pts/0 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/journalctl -xe
Jan 06 17:33:07 worker01 sudo: secops01 : TTY=pts/0 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/sbin/ufw status
Jan 06 17:33:48 worker01 sudo: devops01 : TTY=pts/1 ; PWD=/home/devops01 ; USER=root ; COMMAND=/usr/bin/systemctl restart mysql
Jan 06 17:33:57 webapp02 sudo: webadmin : TTY=pts/1 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/bin/systemctl restart mysql
Jan 06 17:35:18 staging01 sudo: monitor : TTY=tty1 ; PWD=/home/monitor ; USER=root ; COMMAND=/usr/bin/less /var/log/auth.log
Jan 06 17:36:14 proxy01 sudo: backupsvc : TTY=pts/2 ; PWD=/home/backupsvc ; USER=root ; COMMAND=/usr/bin/docker ps
Jan 06 17:37:10 webapp01 sudo: secops01 : TTY=pts/0 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/apt update
Jan 06 17:37:55 db01 sudo: monitor : TTY=tty1 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/chown -R www-data:www-data /var/www/webapp
Jan 06 17:38:00 worker01 sudo: devops01 : TTY=pts/2 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/bin/systemctl status mysql
Jan 06 17:38:50 webapp02 sudo: webadmin : TTY=pts/1 ; PWD=/etc ; USER=root ; COMMAND=/usr/sbin/ufw status
Jan 06 17:39:38 api01 sudo: dbadmin : TTY=tty1 ; PWD=/etc ; USER=root ; COMMAND=/usr/bin/chmod 755 /var/www/webapp
Jan 06 17:40:50 db01 sudo: builduser : TTY=pts/2 ; PWD=/home/builduser ; USER=root ; COMMAND=/usr/sbin/ufw status
Jan 06 17:42:00 api01 sudo: svcdeploy : TTY=pts/0 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/bin/systemctl status mysql
Jan 06 17:43:00 webapp02 sudo: devops01 : TTY=pts/1 ; PWD=/home/devops01 ; USER=root ; COMMAND=/usr/bin/cat /etc/sudoers
Jan 06 17:43:07 api01 sudo: admin01 : TTY=pts/0 ; PWD=/etc ; USER=root ; COMMAND=/usr/bin/du -sh /var/log
Jan 06 17:44:14 webapp01 sudo: admin01 : TTY=tty1 ; PWD=/etc ; USER=root ; COMMAND=/usr/bin/chown -R www-data:www-data /var/www/webapp
Jan 06 17:45:42 worker01 sudo: dbadmin : TTY=pts/2 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/chmod 755 /var/www/webapp
Jan 06 17:46:14 db01 sudo: webadmin : TTY=pts/1 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/bin/systemctl status mysql
Jan 06 17:46:44 webapp02 sudo: monitor : TTY=pts/1 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/bin/systemctl restart nginx
Jan 06 17:47:55 proxy01 sudo: svcdeploy : TTY=pts/3 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/bin/docker ps
Jan 06 17:49:15 db01 sudo: backupsvc : TTY=pts/2 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/bin/cat /etc/sudoers
Jan 06 17:50:38 cache01 sudo: admin01 : TTY=pts/3 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/bin/cat /etc/sudoers
Jan 06 17:51:42 api01 sudo: svcdeploy : TTY=tty1 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/kubectl get pods
Jan 06 17:52:48 worker01 sudo: webadmin : TTY=pts/3 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/bin/chmod 755 /var/www/webapp
Jan 06 17:53:02 staging01 sudo: svcdeploy : TTY=pts/0 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/bin/docker ps
Jan 06 17:53:41 cache01 sudo: secops01 : TTY=pts/2 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/bin/less /var/log/auth.log
Jan 06 17:55:00 webapp01 sudo: admin01 : TTY=pts/3 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/apt update
Jan 06 17:56:14 staging01 sudo: webadmin : TTY=tty1 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/bin/apt install nginx
Jan 06 17:57:08 proxy01 sudo: operator01 : TTY=pts/2 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/kubectl get pods
Jan 06 17:58:13 staging01 sudo: backupsvc : TTY=pts/1 ; PWD=/etc ; USER=root ; COMMAND=/usr/bin/docker ps
Jan 06 17:58:52 db01 sudo: secops01 : TTY=pts/0 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/bin/cat /etc/sudoers
Jan 06 18:00:20 api01 sudo: webadmin : TTY=pts/0 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/bin/systemctl status mysql
Jan 06 18:01:19 db01 sudo: webadmin : TTY=tty1 ; PWD=/home/webadmin ; USER=root ; COMMAND=/usr/bin/find /var/www -type f
Jan 06 18:02:26 webapp02 sudo: devops01 : TTY=pts/1 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/bin/apt install nginx
Jan 06 18:02:50 worker01 sudo: devops01 : TTY=pts/0 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/bin/cat /etc/sudoers
Jan 06 18:03:36 db01 sudo: devops01 : TTY=pts/3 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/bin/docker ps
Jan 06 18:03:41 cache01 sudo: dbadmin : TTY=pts/0 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/kubectl get pods
Jan 06 18:04:03 staging01 sudo: svcdeploy : TTY=pts/0 ; PWD=/home/svcdeploy ; USER=root ; COMMAND=/usr/bin/less /var/log/auth.log
Jan 06 18:05:01 staging01 sudo: builduser : TTY=pts/2 ; PWD=/home/builduser ; USER=root ; COMMAND=/usr/bin/du -sh /var/log
Jan 06 18:05:08 db01 sudo: admin01 : TTY=pts/1 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/sbin/service cron restart
Jan 06 18:05:12 db01 sudo: builduser : TTY=pts/2 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/cat /etc/sudoers
Jan 06 18:05:49 api01 sudo: svcdeploy : TTY=pts/3 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/docker ps
Jan 06 18:06:58 proxy01 sudo: webadmin : TTY=pts/2 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/bin/systemctl restart nginx
Jan 06 18:07:06 api01 sudo: svcdeploy : TTY=pts/1 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/bin/less /var/log/auth.log
Jan 06 18:08:31 cache01 sudo: dbadmin : TTY=pts/1 ; PWD=/var/log ; USER=root ; COMMAND=/usr/sbin/service cron restart
Jan 06 18:09:33 webapp01 sudo: svcdeploy : TTY=pts/2 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/bin/kubectl get pods
Jan 06 18:10:42 webapp02 sudo: operator01 : TTY=tty1 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/docker ps
Jan 06 18:11:26 proxy01 sudo: monitor : TTY=tty1 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/bin/systemctl restart mysql
Jan 06 18:12:01 webapp02 sudo: svcdeploy : TTY=pts/1 ; PWD=/home/svcdeploy ; USER=root ; COMMAND=/usr/bin/systemctl restart mysql
Jan 06 18:12:47 db01 sudo: dbadmin : TTY=tty1 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/bin/journalctl -xe
Jan 06 18:12:50 webapp02 sudo: builduser : TTY=pts/2 ; PWD=/home/builduser ; USER=root ; COMMAND=/usr/bin/systemctl restart mysql
Jan 06 18:13:33 webapp01 sudo: builduser : TTY=pts/3 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/apt install nginx
Jan 06 18:14:32 api01 sudo: builduser : TTY=pts/2 ; PWD=/etc ; USER=root ; COMMAND=/usr/bin/kubectl get pods
Jan 06 18:15:11 worker01 sudo: builduser : TTY=tty1 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/systemctl restart nginx
Jan 06 18:15:25 webapp02 sudo: svcdeploy : TTY=pts/2 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/cat /etc/sudoers
Jan 06 18:16:28 webapp02 sudo: svcdeploy : TTY=pts/0 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/bin/docker logs webapp
Jan 06 18:16:49 cache01 sudo: secops01 : TTY=pts/2 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/sbin/service cron restart
Jan 06 18:17:19 cache01 sudo: monitor : TTY=pts/3 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/bin/docker logs webapp
Jan 06 18:18:07 db01 sudo: backupsvc : TTY=pts/0 ; PWD=/home/backupsvc ; USER=root ; COMMAND=/usr/bin/find /var/www -type f
Jan 06 18:18:09 worker01 sudo: svcdeploy : TTY=tty1 ; PWD=/etc ; USER=root ; COMMAND=/usr/bin/cat /etc/sudoers
Jan 06 18:19:10 proxy01 sudo: operator01 : TTY=pts/1 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/bin/chmod 755 /var/www/webapp
Jan 06 18:19:55 api01 sudo: admin01 : TTY=pts/3 ; PWD=/home/admin01 ; USER=root ; COMMAND=/usr/bin/du -sh /var/log
Jan 06 18:20:15 cache01 sudo: secops01 : TTY=pts/1 ; PWD=/home/secops01 ; USER=root ; COMMAND=/usr/bin/apt update
Jan 06 18:20:38 staging01 sudo: svcdeploy : TTY=pts/1 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/bin/less /var/log/auth.log
Jan 06 18:20:42 db01 sudo: builduser : TTY=pts/3 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/docker logs webapp
Jan 06 18:21:55 webapp01 sudo: builduser : TTY=pts/3 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/bin/kubectl get pods
Jan 06 18:23:10 webapp01 sudo: monitor : TTY=pts/0 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/sbin/ufw status
Jan 06 18:24:35 db01 sudo: webadmin : TTY=pts/1 ; PWD=/etc ; USER=root ; COMMAND=/usr/sbin/service cron restart
Jan 06 18:24:54 worker01 sudo: svcdeploy : TTY=pts/0 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/bin/systemctl restart nginx
Jan 06 18:25:04 staging01 sudo: devops01 : TTY=pts/0 ; PWD=/home/devops01 ; USER=root ; COMMAND=/usr/bin/apt update
Jan 06 18:25:10 api01 sudo: backupsvc : TTY=pts/1 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/bin/apt install nginx
Jan 06 18:25:56 api01 sudo: svcdeploy : TTY=pts/1 ; PWD=/home/svcdeploy ; USER=root ; COMMAND=/usr/bin/less /var/log/auth.log
Jan 06 18:27:12 worker01 sudo: svcdeploy : TTY=pts/3 ; PWD=/home/svcdeploy ; USER=root ; COMMAND=/usr/bin/cat /etc/sudoers
Jan 06 18:28:26 webapp01 sudo: backupsvc : TTY=pts/2 ; PWD=/var/log ; USER=root ; COMMAND=/usr/sbin/ufw status
Jan 06 18:28:36 webapp02 sudo: builduser : TTY=pts/0 ; PWD=/home/builduser ; USER=root ; COMMAND=/usr/bin/docker logs webapp
Jan 06 18:29:37 api01 sudo: backupsvc : TTY=pts/2 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/kubectl describe pod webapp
Jan 06 18:30:50 webapp02 sudo: monitor : TTY=pts/0 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/journalctl -xe
Jan 06 18:32:03 proxy01 sudo: admin01 : TTY=pts/3 ; PWD=/etc ; USER=root ; COMMAND=/usr/bin/apt install nginx
Jan 06 18:32:55 worker01 sudo: backupsvc : TTY=pts/3 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/apt install nginx
Jan 06 18:33:19 db01 sudo: builduser : TTY=pts/0 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/apt update
Jan 06 18:33:50 webapp01 sudo: dbadmin : TTY=pts/1 ; PWD=/etc ; USER=root ; COMMAND=/usr/bin/kubectl get pods
Jan 06 18:33:52 db01 sudo: secops01 : TTY=pts/1 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/apt install nginx
Jan 06 18:35:21 api01 sudo: dbadmin : TTY=pts/2 ; PWD=/home/dbadmin ; USER=root ; COMMAND=/usr/sbin/service cron restart
Jan 06 18:36:39 worker01 sudo: webadmin : TTY=pts/3 ; PWD=/etc ; USER=root ; COMMAND=/usr/sbin/ufw status
Jan 06 18:37:48 proxy01 sudo: secops01 : TTY=pts/3 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/docker ps
Jan 06 18:38:41 webapp02 sudo: monitor : TTY=pts/2 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/bin/cat /etc/sudoers
Jan 06 18:39:21 webapp01 sudo: admin01 : TTY=pts/0 ; PWD=/home/admin01 ; USER=root ; COMMAND=/usr/bin/systemctl status nginx
Jan 06 18:39:49 cache01 sudo: builduser : TTY=pts/1 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/cat /etc/sudoers
Jan 06 18:40:24 webapp02 sudo: builduser : TTY=pts/0 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/tail -n 100 /var/log/syslog
Jan 06 18:41:29 db01 sudo: operator01 : TTY=pts/1 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/bin/kubectl get pods
Jan 06 18:42:54 db01 sudo: backupsvc : TTY=pts/1 ; PWD=/var/log ; USER=root ; COMMAND=/usr/sbin/service cron restart
Jan 06 18:43:16 db01 sudo: operator01 : TTY=pts/1 ; PWD=/etc ; USER=root ; COMMAND=/usr/bin/kubectl get pods
Jan 06 18:43:22 worker01 sudo: devops01 : TTY=pts/2 ; PWD=/home/devops01 ; USER=root ; COMMAND=/usr/bin/chmod 755 /var/www/webapp
Jan 06 18:44:26 worker01 sudo: secops01 : TTY=pts/3 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/sbin/service cron restart
Jan 06 18:45:22 webapp01 sudo: devops01 : TTY=pts/0 ; PWD=/home/devops01 ; USER=root ; COMMAND=/usr/bin/apt update
Jan 06 18:46:07 webapp02 sudo: monitor : TTY=pts/0 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/sbin/ufw status
Jan 06 18:46:28 staging01 sudo: webadmin : TTY=tty1 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/bin/du -sh /var/log
Jan 06 18:46:56 cache01 sudo: svcdeploy : TTY=tty1 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/bin/systemctl restart nginx
Jan 06 18:47:33 api01 sudo: admin01 : TTY=pts/3 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/sbin/ufw status
Jan 06 18:48:02 worker01 sudo: devops01 : TTY=pts/2 ; PWD=/etc ; USER=root ; COMMAND=/usr/bin/cat /etc/sudoers
Jan 06 18:48:09 staging01 sudo: admin01 : TTY=pts/2 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/kubectl get pods
Jan 06 18:49:08 webapp02 sudo: dbadmin : TTY=pts/1 ; PWD=/home/dbadmin ; USER=root ; COMMAND=/usr/bin/cat /etc/sudoers
Jan 06 18:49:37 api01 sudo: backupsvc : TTY=pts/1 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/apt install nginx
Jan 06 18:51:03 cache01 sudo: backupsvc : TTY=pts/2 ; PWD=/etc ; USER=root ; COMMAND=/usr/sbin/ufw status
Jan 06 18:52:12 webapp01 sudo: dbadmin : TTY=pts/0 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/bin/less /var/log/auth.log
Jan 06 18:52:24 worker01 sudo: svcdeploy : TTY=pts/2 ; PWD=/home/svcdeploy ; USER=root ; COMMAND=/usr/bin/less /var/log/auth.log
Jan 06 18:53:04 db01 sudo: operator01 : TTY=pts/1 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/docker ps
Jan 06 18:53:46 webapp01 sudo: builduser : TTY=pts/0 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/chown -R www-data:www-data /var/www/webapp
Jan 06 18:54:18 staging01 sudo: svcdeploy : TTY=pts/0 ; PWD=/home/svcdeploy ; USER=root ; COMMAND=/usr/bin/apt install nginx
Jan 06 18:55:13 db01 sudo: dbadmin : TTY=pts/3 ; PWD=/home/dbadmin ; USER=root ; COMMAND=/usr/bin/kubectl describe pod webapp
Jan 06 18:55:51 staging01 sudo: monitor : TTY=pts/0 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/bin/chmod 755 /var/www/webapp
Jan 06 18:57:05 webapp02 sudo: svcdeploy : TTY=pts/0 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/bin/systemctl restart mysql
Jan 06 18:57:55 staging01 sudo: operator01 : TTY=pts/3 ; PWD=/etc ; USER=root ; COMMAND=/usr/sbin/service cron restart
Jan 06 18:59:12 webapp01 sudo: monitor : TTY=pts/3 ; PWD=/home/monitor ; USER=root ; COMMAND=/usr/bin/docker logs webapp
Jan 06 18:59:27 proxy01 sudo: backupsvc : TTY=tty1 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/apt update
Jan 06 19:00:46 proxy01 sudo: dbadmin : TTY=pts/3 ; PWD=/home/dbadmin ; USER=root ; COMMAND=/usr/bin/systemctl restart nginx
Jan 06 19:01:58 api01 sudo: operator01 : TTY=pts/0 ; PWD=/home/operator01 ; USER=root ; COMMAND=/usr/bin/chmod 755 /var/www/webapp
Jan 06 19:02:39 proxy01 sudo: backupsvc : TTY=pts/2 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/bin/kubectl describe pod webapp
Jan 06 19:03:51 webapp01 sudo: svcdeploy : TTY=tty1 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/kubectl get pods
Jan 06 19:04:20 proxy01 sudo: svcdeploy : TTY=pts/1 ; PWD=/home/svcdeploy ; USER=root ; COMMAND=/usr/bin/docker ps
Jan 06 19:05:35 proxy01 sudo: operator01 : TTY=tty1 ; PWD=/home/operator01 ; USER=root ; COMMAND=/usr/bin/cat /etc/sudoers
Jan 06 19:07:03 webapp02 sudo: secops01 : TTY=pts/3 ; PWD=/etc ; USER=root ; COMMAND=/usr/sbin/ufw status
Jan 06 19:08:13 db01 sudo: secops01 : TTY=pts/2 ; PWD=/etc ; USER=root ; COMMAND=/usr/bin/docker ps
Jan 06 19:09:29 cache01 sudo: secops01 : TTY=pts/1 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/bin/apt update
Jan 06 19:10:23 api01 sudo: monitor : TTY=pts/2 ; PWD=/etc ; USER=root ; COMMAND=/usr/bin/cat /etc/sudoers
